species_tax_id,Species,MinWidth,MaxWidth,MinLength,MaxLength,SizeUnit,Volume,VolumeUnit,Shape,Superkingdom,Phylum,Source,Note,Growth_rate
1492,Clostridium butyricum,0.5,1.7,2.4,7.6,um,4.40E-18,m^3,rod,Bacteria,Firmicutes_A,"engqvist, genbank, gold, jemma-refseq, kegg, masonmm, microbe-directory, pasteur, patric, protraits, rrndb, bergeys","555, 4922, 7668, 8156, 8519, 10250, 12331, 12735, 17850, 18544, 18701, 18707, 18718, 18723",0.259840619
1496,Clostridioides difficile,0.3,1.5,2.5,5.9,um,2.48E-18,m^3,rod,Bacteria,Firmicutes_A,"corkrey, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb","29, 4468, 7872, 8013, 8632, 8762, 9085, 9203, 9411, 4576, 9663, 9758, 9864, 10162, 10602, 10628, 10678, 10702, 10741, 10766, 10807, 10826, 10864, 10879, 10911, 10925, 10957, 10976, 11005, 11019, 11042, 11054, 11082, 11094, 11119, 11132, 11160, 12283, 12284, 12285, 12286, 12287, 12288, 12331, 12722, 12723, 14526, 15036, 15037, 17494, 17589, 18701, 18707, 18718, 18723",0.561252778
1502,Clostridium_P perfringens,0.6,2.4,1.3,19,um,1.71E-17,m^3,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, masonmm, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","284, 555, 4401, 7932, 7959, 8683, 8711, 9131, 9160, 9452, 9480, 9698, 9724, 4607, 12331, 12746, 14127, 14417, 14418, 18545, 18701, 18707, 18718, 18750, 18723, 18842",1.312778751
1503,Gottschalkia_A purinilyticum,1.1,1.6,2.7,9.6,um,8.16E-18,m^3,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, gold","117, 555, 12331",0.171911503
1510,Ruminiclostridium_B stercorarium,0.7,0.8,2.7,7.7,um,2.19E-18,m^3,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, rrndb","70, 555, 6030, 7312, 8334, 8406, 12331, 12751, 16309, 16389, 18701, 18707, 18723",0.005037407
1515,Ruminiclostridium thermocellum,0.5,0.7,2.5,5,um,1.00E-18,m^3,rod,Bacteria,Firmicutes_A,"corkrey, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","16, 4549, 7809, 8064, 8590, 12331, 13688, 14513, 15827, 18701, 18707, 18718, 18723",0.01732868
1520,Clostridium beijerinckii_D,1.4,6.3,3.8,10,um,6.54E-17,m^3,rod,Bacteria,Firmicutes_A,"engqvist, genbank, gold, jemma-refseq, kegg, mediadb, microbe-directory, pasteur, patric, protraits, rrndb","555, 4720, 7716, 8124, 8539, 8828, 9023, 9258, 12331, 12729, 14586, 17166, 18320, 18560, 18701, 18707, 18718, 18723",0.068149364
1525,Moorella thermoacetica,0.4,NA,2.8,NA,um,3.35E-19,m^3,rod,Bacteria,Firmicutes_B,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","89, 555, 4704, 7726, 8118, 8543, 8823, 12331, 13316, 14347, 18701, 18707, 18718, 18723, 18892",0.002406427
1538,Clostridium_B ljungdahlii,0.6,NA,2,3,um,9.42E-19,m^3,oval,Bacteria,Firmicutes_A,"corkrey, engqvist, genbank, gold, kegg, microbe-directory, patric, protraits, rrndb, bergeys","119, 555, 4791, 12331, 15200, 18701, 18707, 18718, 18723",0.820292521
1548,Clostridium_AM scatologenes,0.5,1.6,3.1,21.2,um,1.40E-17,m^3,oval,Bacteria,Firmicutes_A,"corkrey, engqvist, genbank, gold, kegg, rrndb, bergeys","120, 555, 6233, 12331, 17511, 18723",0.077759388
1579,Lactobacillus acidophilus,0.6,0.9,1.5,6,um,1.55E-18,m^3,rod,Bacteria,Firmicutes,"bacdive-microa, campedelli, engqvist, genbank, gold, jemma-refseq, kegg, masonmm, microbe-directory, patric, protraits, rrndb, silva, bergeys","1, 2, 555, 4675, 7741, 8107, 8555, 8814, 9035, 12331, 13123, 13124, 14275, 15352, 16509, 17406, 18546, 18701, 18707, 18718, 18723, 18873",0.119735219
1582,Lactobacillus_C paracasei,0.7,1.1,2,4,um,1.72E-18,m^3,rod,Bacteria,Firmicutes,"campedelli, engqvist, genbank, gold, kegg, masonmm, microbe-directory, patric, protraits, rrndb, bergeys","2, 555, 4485, 7859, 8023, 8625, 8770, 9079, 9210, 9405, 9519, 9659, 9761, 12331, 14762, 15204, 15849, 15850, 16209, 16584, 17391, 18545, 18701, 18707, 18718, 18723",0.490034838
1584,Lactobacillus delbrueckii,0.5,9,6.25,NA,um,8.27E-17,m^3,rod,Bacteria,Firmicutes,"bacdive-microa, campedelli, engqvist, fierer, genbank, gold, jemma-refseq, kegg, masonmm, microbe-directory, pasteur, patric, protraits, rrndb, bergeys","1, 2, 555, 2223, 4463, 7877, 8008, 8637, 8757, 9089, 9199, 9414, 9512, 9666, 9755, 9867, 9942, 10021, 10097, 10166, 10233, 10285, 12331, 13129, 14403, 14458, 15277, 15851, 18547, 18548, 18701, 18707, 18718, 18723",0.088581109
1590,Lactobacillus_F plantarum,0.9,1.2,3,8,um,4.46E-18,m^3,rod,Bacteria,Firmicutes,"bacdive-microa, campedelli, engqvist, genbank, gold, jemma-refseq, kegg, mediadb, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","1, 2, 555, 4676, 7740, 8108, 8554, 8815, 9034, 9247, 9372, 9549, 9633, 9785, 9841, 9963, 10002, 10118, 10148, 10245, 10272, 10356, 10379, 10465, 10531, 10546, 10610, 10622, 10685, 10696, 10748, 10760, 10812, 10823, 10921, 10962, 10972, 10007, 11015, 11047, 5426, 11084, 11091, 11122, 11129, 11164, 11169, 11199, 11204, 11236, 11240, 11268, 11273, 11298, 11304, 11328, 11331, 11349, 11352, 11992, 12331, 13146, 14165, 14985, 15247, 16325, 16527, 16553, 17405, 18560, 18701, 18707, 18718, 18723, 18875",0.231280341
1717,Corynebacterium diphtheriae,0.3,0.8,1,8,um,1.03E-18,m^3,rod,Bacteria,Actinobacteriota,"bacdive-microa, engqvist, genbank, gold, jemma-refseq, kegg, masonmm, microbe-directory, pasteur, patric, protraits, rrndb, bergeys","1, 555, 4607, 7766, 8091, 8568, 8806, 9043, 9242, 9378, 9544, 9637, 9780, 9846, 9959, 10006, 10113, 4576, 10243, 10274, 12331, 12774, 14201, 15590, 15591, 15596, 15597, 15598, 15599, 15600, 15601, 15602, 15603, 15604, 15605, 17973, 18540, 18701, 18707, 18718, 18723",0.37626291
1718,Corynebacterium glutamicum,0.7,1,1,3,um,9.74E-19,m^3,rod,Bacteria,Actinobacteriota,"engqvist, genbank, gold, jemma-refseq, kegg, mediadb, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","555, 4449, 7887, 7998, 8646, 8747, 9096, 9192, 9422, 9671, 9750, 5584, 9939, 10025, 10094, 10169, 10230, 10288, 10344, 10391, 10439, 10474, 10521, 12331, 12779, 14153, 14286, 14540, 16370, 16547, 16548, 16644, 17117, 17394, 18560, 18701, 18707, 18718, 18751, 18723, 18845",0.223957086
1731,Peptoclostridium_A acidaminophilum,0.7,1,1.3,6,um,1.91E-18,m^3,rod,Bacteria,Firmicutes_A,"engqvist, genbank, gold, jemma-refseq, kegg, patric, rrndb, bergeys","555, 6217, 12331, 13510, 16869, 18707, 18723",0.301709834
1741,Thermodesulfobacterium commune,0.3,NA,0.9,NA,um,5.65E-20,m^3,rod,Bacteria,Desulfobacterota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, patric, rrndb, bergeys","255, 555, 5521, 12331, 13938, 16977, 18707, 18723",0.009640568
1764,Mycobacterium avium,0.47,2,0.885,NA,um,9.86E-19,m^3,rod,Bacteria,Actinobacteriota,"bacdive-microa, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","1, 555, 4400, 7958, 8684, 8710, 9132, 9159, 9453, 9479, 9723, 9895, 9917, 10049, 4576, 10191, 10213, 10307, 10328, 12331, 13326, 14206, 14472, 16524, 17098, 17180, 17415, 17495, 18701, 18707, 18718, 18723, 18893",0.02133417
1769,Mycobacterium leprae,0.3,0.5,1,8,um,5.49E-19,m^3,rod,Bacteria,Actinobacteriota,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","555, 4566, 7795, 8077, 12331, 13335, 14101, 14881, 18701, 18707, 18718, 18756, 18723, 18895",0.000888921
2104,Mycoplasmoides pneumoniae,0.3,0.8,0.3,0.8,um,1.74E-19,m^3,oval,Bacteria,Firmicutes,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva","555, 4609, 7764, 8093, 8566, 8808, 9041, 9244, 9376, 9546, 9635, 9782, 9844, 9961, 10004, 10115, 10149, 10244, 10273, 10355, 10380, 10448, 10466, 10529, 10547, 10609, 10623, 10684, 10697, 10747, 10761, 11163, 11170, 12331, 13373, 14063, 15614, 15821, 16458, 18701, 18707, 18718, 18723, 18902",0.050554094
2130,Ureaplasma urealyticum,0.5,NA,0.5,NA,um,1.31E-19,m^3,oval,Bacteria,Firmicutes,"engqvist, genbank, gold, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","555, 4510, 12331, 14820, 18701, 18707, 18718, 18723, 18980",0.142213209
2161,Methanobacterium_D bryantii,0.5,1,10,15,um,5.41E-18,m^3,rod,Archaea,Euryarchaeota,"engqvist, gold, methanogen, patric","555, 12331, 18565, 18707",0.010340542
2180,Methanothermus fervidus,0.3,0.4,1,3,um,1.81E-19,m^3,rod,Archaea,Euryarchaeota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","419, 555, 5097, 12331, 13282, 15269, 18696, 18701, 18707, 18718, 18723",0.004639105
2186,Methanothermococcus thermolithotrophicus,1.5,1.5,1.5,1.5,um,3.53E-18,m^3,oval,Archaea,Euryarchaeota,"engqvist, gold, methanogen, microbe-directory","555, 12331, 18695, 18701",0.033406293
2188,Methanococcus voltae,0.5,3,0.5,3,um,5.61E-18,m^3,oval,Archaea,Euryarchaeota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","503, 555, 4530, 12331, 13251, 15176, 18610, 18701, 18707, 18718, 18723",0.083662907
2189,Methanotorris igneus,1,2,1,2,um,3.53E-18,m^3,oval,Archaea,Euryarchaeota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, protraits, rrndb","507, 555, 5329, 12331, 13283, 15424, 18699, 18701, 18718, 18723",0.016117453
2190,Methanocaldococcus jannaschii,1.5,1.5,1.5,1.5,um,3.53E-18,m^3,oval,Archaea,Euryarchaeota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb, silva","237, 555, 4622, 12331, 13241, 14061, 18598, 18701, 18707, 18718, 18723, 18884",0.014065772
2193,Methanocorpusculum parvum,1,1,1,1,um,1.05E-18,m^3,oval,Archaea,Halobacterota,"engqvist, gold, methanogen, patric","555, 12331, 18614, 18707",0.036188116
2197,Methanogenium cariaci,2.6,2.6,2.6,2.6,um,1.84E-17,m^3,oval,Archaea,Halobacterota,"corkrey, engqvist, gold, methanogen","353, 555, 12331, 18619",0.029440502
2198,Methanoculleus marisnigri_B,1.3,1.3,1.3,1.3,um,2.30E-18,m^3,oval,Archaea,Halobacterota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","353, 555, 4980, 12331, 13254, 14516, 18619, 18701, 18707, 18718, 18723",0.054169051
2200,Methanoculleus thermophilus,1,1.3,1,1.3,um,1.59E-18,m^3,oval,Archaea,Halobacterota,"corkrey, engqvist, gold, methanogen","488, 555, 12331, 18624",0.031470928
2201,Methanofollis liminatans,1.5,1.5,1.5,1.5,um,3.53E-18,m^3,oval,Archaea,Halobacterota,"engqvist, gold, methanogen, microbe-directory","555, 12331, 18628, 18701",0.020386682
2203,Methanospirillum hungatei_A,0.4,0.4,7.4,10,um,1.08E-18,m^3,rod,Archaea,Halobacterota,"engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","555, 4743, 12331, 13278, 14364, 18683, 18701, 18707, 18718, 18723",0.007810725
2208,Methanosarcina barkeri,1.5,2,1.5,2,um,5.61E-18,m^3,oval,Archaea,Halobacterota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb, silva","350, 555, 4623, 7759, 8097, 8563, 8810, 9039, 12331, 13266, 13267, 14310, 17546, 17547, 17615, 18121, 18669, 18701, 18707, 18718, 18723, 18887",0.029354473
2209,Methanosarcina mazei,1.4,2.75,1.4,2.75,um,9.36E-18,m^3,oval,Archaea,Halobacterota,"engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","555, 4647, 7751, 8101, 8561, 8811, 9038, 11393, 12331, 13270, 14134, 16344, 18120, 18203, 18673, 18701, 18707, 18718, 18723",0.005875124
2210,Methanosarcina thermophila,1.5,2.5,1.5,2.5,um,8.38E-18,m^3,oval,Archaea,Halobacterota,"engqvist, genbank, gold, jemma-refseq, kegg, methanogen, rrndb","555, 6400, 7202, 12331, 13274, 17595, 17596, 18678, 18723",0.012253128
2214,Methanosarcina acetivorans,1.5,2.5,1.5,2.5,um,8.38E-18,m^3,oval,Archaea,Halobacterota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","305, 555, 4655, 12331, 13265, 14132, 18667, 18701, 18707, 18718, 18723",0.026325377
2215,Methanosarcina vacuolata,1,2,1,2,um,3.53E-18,m^3,oval,Archaea,Halobacterota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, rrndb","350, 555, 6405, 12331, 13275, 17523, 18679, 18723",0.02468385
2223,Methanothrix soehngenii,0.8,1.3,2,6,um,3.16E-18,m^3,rod,Archaea,Halobacterota,"engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, rrndb","555, 5439, 12331, 13262, 15384, 18663, 18701, 18723",0.003170369
2224,Methanothrix_B thermoacetophila,1,1.2,5,5,um,4.40E-18,m^3,rod,Archaea,Halobacterota,"engqvist, genbank, gold, kegg, methanogen, microbe-directory, patric, protraits","555, 4816, 12331, 14456, 18663, 18701, 18707, 18718",0.00143107
2226,Methanococcoides methylutens,1,1,3,3,um,3.14E-18,m^3,oval,Archaea,Halobacterota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, patric, rrndb","438, 555, 7222, 12331, 13246, 17614, 18605, 18707, 18723",0.044878419
2234,Archaeoglobus fulgidus,0.3,1,0.3,1,um,2.88E-19,m^3,oval,Archaea,Halobacterota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva","20, 555, 4624, 7758, 12331, 12431, 14068, 16996, 18701, 18707, 18718, 18723, 18804",0.001189889
2242,Halobacterium salinarum,0.5,1,1,2,um,5.52E-19,m^3,rod,Archaea,Halobacterota,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","149, 555, 1917, 4634, 7755, 12331, 13030, 14093, 14701, 18701, 18707, 18718, 18764, 18723, 18866",0.037332212
2246,Haloferax volcanii,1,2,2,3,um,3.53E-18,m^3,rod,Archaea,Halobacterota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","149, 555, 4713, 12331, 13035, 15127, 18701, 18707, 18718, 18723",0.06659114
2248,Halorubrum saccharovorum,0.6,1.2,2.5,NA,um,2.12E-18,m^3,oval,Archaea,Halobacterota,"corkrey, engqvist, gold, microbe-directory, pasteur, bergeys","149, 555, 12331, 18701",0.040440326
2285,Sulfolobus acidocaldarius_A,0.8,1,0.8,1,um,7.63E-19,m^3,oval,Archaea,Crenarchaeota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","18, 555, 4798, 7696, 8135, 8532, 11299, 12331, 13863, 14292, 16319, 16320, 16799, 18701, 18707, 18718, 18723, 18961",0.003550959
2287,Sulfolobus_A solfataricus,0.8,2,0.8,2,um,2.87E-18,m^3,oval,Archaea,Crenarchaeota,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva","555, 4565, 7796, 8076, 8579, 8799, 9050, 12331, 13865, 14108, 16019, 17611, 17612, 17613, 18701, 18707, 18718, 18723, 18962",0.00133338
2290,Desulfobacter curvatus,0.5,1,1.7,3.5,um,1.04E-18,m^3,rod,Bacteria,Desulfobacterota,"corkrey, engqvist, gold, microbe-directory, patric","540, 555, 12331, 18701, 18707",0.016503504
2317,Methanosphaera stadtmanae,1,1.2,1,1.2,um,1.39E-18,m^3,oval,Archaea,Euryarchaeota,"engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","555, 4810, 12331, 13276, 14352, 18681, 18701, 18707, 18718, 18723",0.039030755
2320,Methanopyrus kandleri,0.5,0.5,2,14,um,1.54E-18,m^3,rod,Archaea,Euryarchaeota,"corkrey, engqvist, genbank, gold, kegg, methanogen, microbe-directory, patric, protraits, silva","411, 555, 4646, 12331, 14130, 18660, 18701, 18707, 18718, 18886",0.004109658
2325,Thermoanaerobacter kivui,0.7,0.8,2,7.5,um,1.99E-18,m^3,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, rrndb, bergeys","242, 555, 6296, 12331, 13917, 17149, 18723",0.014151637
2331,Halanaerobium praevalens,0.9,1.1,2,2.6,um,1.54E-18,m^3,rod,Bacteria,Firmicutes_F,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","64, 555, 5063, 12331, 13024, 15835, 18701, 18707, 18718, 18723",0.052968606
2352,Flexistipes sinusarabici,0.3,NA,5,50,um,1.94E-18,m^3,rod,Bacteria,Deferribacterota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","109, 555, 5274, 12331, 12964, 15451, 18701, 18707, 18718, 18723",0.01029019
2374,Acetonema longum,0.3,0.4,6,60,um,3.16E-18,m^4,rod,Bacteria,Firmicutes_C,"corkrey, engqvist, gold, microbe-directory, bergeys","104, 555, 12331, 18701",0.008676378
13373,Burkholderia mallei,0.417,0.833,1.917,4.667,um,9.46E-19,m^5,rod,Bacteria,Proteobacteria,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva","555, 4448, 7888, 7997, 8647, 8746, 9097, 9191, 9423, 9505, 9672, 9749, 9871, 9938, 10026, 10093, 10170, 10229, 12331, 12580, 14249, 14496, 14510, 14518, 17079, 17223, 17224, 17254, 17255, 17256, 17577, 18701, 18707, 18718, 18723, 18826",0.304814064
28034,Sulfobacillus thermosulfidooxidans,0.6,0.8,1,6,um,1.26E-18,m^6,rod,Bacteria,Firmicutes_E,"corkrey, engqvist, gold, microbe-directory, patric, bergeys","140, 555, 12331, 18701, 18707",0.029376867
28052,Lachnospira rogosae,0.36,0.56,2.4,3.1,um,6.09E-19,m^7,oval,Bacteria,Firmicutes_A,"gold, bergeys",12331,0.053335267
28229,Colwellia psychrerythraea_C,0.5,NA,2.5,3.5,um,5.56E-19,m^8,rod,Bacteria,Proteobacteria,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","278, 555, 4645, 12331, 12755, 14297, 18701, 18707, 18718, 18723, 18844",0.251596073
28237,Petrotoga miotherma,0.6,NA,2,7.5,um,1.29E-18,m^9,rod,Bacteria,Thermotogota,"corkrey, engqvist, gold","385, 555, 12331",0.003697416
28442,Haloarcula vallismortis,0.6,1,3,5,um,2.68E-18,m^10,oval,Archaea,Halobacterota,"corkrey, engqvist, gold, microbe-directory, bergeys","149, 555, 12331, 18701",0.036656998
28896,Thermoanaerobacterium saccharolyticum_B,0.8,1,3,30,um,1.03E-17,m^11,rod,Bacteria,Firmicutes_A,"engqvist, genbank, gold, kegg, microbe-directory, protraits, rrndb, bergeys","555, 5666, 12331, 16030, 18701, 18718, 18723",0.020911941
29288,Natronococcus occultus,1,NA,2,NA,um,2.09E-18,m^12,oval,Archaea,Halobacterota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, bergeys","149, 555, 5569, 12331, 13389, 16295, 18701, 18707, 18718, 18723",0.044236849
29292,Pyrococcus abyssi,0.8,2,0.8,2,um,2.87E-18,m^13,oval,Archaea,Euryarchaeota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","247, 555, 4629, 12331, 13616, 14080, 18701, 18707, 18718, 18723, 18930",0.006518339
29346,Clostridium_Y paradoxum,0.7,1.1,2,4.5,um,1.88E-18,m^14,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, gold, rrndb","465, 555, 12331, 18748",0.088332762
29349,Clostridium_Y thermoalcaliphilum,0.8,1.2,3,20,um,1.20E-17,m^15,oval,Bacteria,Firmicutes_A,"corkrey, engqvist, gold, bergeys","463, 555, 12331",0.280285961
29371,Ruminiclostridium_A termitidis,0.5,NA,4,6,um,9.49E-19,m^16,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, gold, microbe-directory, patric, bergeys","21, 555, 12331, 18701, 18707",0.021273277
29372,Clostridium thermobutyricum,0.9,1.05,2.5,7.25,um,3.40E-18,m^17,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, gold","13, 555, 12331",0.125889426
29405,Microlunatus phosphovorus,0.8,2,0.8,2,um,2.87E-18,m^18,oval,Bacteria,Actinobacteriota,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, protraits, rrndb, bergeys","555, 5458, 12331, 13312, 15447, 18701, 18718, 18723",0.0248742
29410,Synechococcus_C sp000195975,1.085,2,1,2,um,3.74E-18,m^19,oval,Bacteria,Cyanobacteria,"genbank, gold, kegg, rrndb","10256, 12331, 18386, 18723",0.033647921
29438,Pseudomonas_E ficuserectae,0.4,0.8,1,3,um,5.09E-19,m^20,rod,Bacteria,Proteobacteria,"engqvist, genbank, gold, kegg, masonmm, microbe-directory, pasteur, patric, protraits, rrndb, bergeys","555, 5180, 7594, 12331, 14305, 18551, 18701, 18707, 18718, 18723",0.30957891
29488,Photorhabdus laumondii,0.5,1.4,2,6,um,2.61E-18,m^21,rod,Bacteria,Proteobacteria,"engqvist, fierer, genbank, gold, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","555, 3251, 7066, 7119, 8381, 8383, 12331, 14199, 18701, 18707, 18718, 18723, 18919",0.545355768
29549,Rhodothermus marinus,0.5,1,6,2.5,um,1.77E-18,m^22,rod,Bacteria,Bacteroidota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","222, 555, 5352, 7535, 12331, 13655, 15054, 15517, 18701, 18707, 18718, 18723",0.007220283
32046,Synechococcus elongatus,1,1.2,2,NA,um,1.55E-18,m^23,rod,Bacteria,Cyanobacteria,"engqvist, genbank, gold, jemma-refseq, kegg, kremer, microbe-directory, patric, prochlorococcus, protraits, rrndb, silva","555, 4442, 7894, 12331, 13879, 14213, 14339, 18538, 18701, 18707, 18711, 18718, 18723, 18965",0.019660961
33059,Acidithiobacillus caldus,0.7,0.8,1.2,1.8,um,5.52E-19,m^24,rod,Bacteria,Proteobacteria,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","254, 555, 5114, 7616, 8184, 12331, 12349, 15492, 17288, 18701, 18707, 18718, 18782, 18723",0.049065419
33938,Geobacillus thermocatenulatus,1.25,NA,9,8,um,9.92E-18,m^25,rod,Bacteria,Firmicutes,"corkrey, engqvist, fierer, genbank, gold, rrndb, bergeys","156, 555, 1803, 6228, 12331, 18723",0.014571712
33954,Clostridium_AM magnum,1,4,4,16,um,4.50E-17,m^26,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, gold, protraits","114, 555, 12331, 18718",0.230972069
33959,Lactobacillus johnsonii,0.5,1.5,1.5,10,um,4.25E-18,m^27,rod,Bacteria,Firmicutes,"bacdive-microa, campedelli, engqvist, genbank, gold, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","1, 2, 555, 4952, 7663, 8158, 8517, 8848, 9008, 9355, 9567, 10693, 12331, 14208, 15055, 15854, 16765, 18701, 18707, 18718, 18723, 18874",0.496168347
35554,Geobacter sulfurreducens,0.5,NA,1,2,um,2.62E-19,m^28,rod,Bacteria,Desulfuromonadota,"engqvist, genbank, gold, jemma-refseq, kegg, mediadb, microbe-directory, patric, protraits, rrndb, silva, bergeys","555, 4631, 7756, 12331, 12995, 14205, 15834, 18560, 18701, 18707, 18718, 18723, 18859",0.039491065
35701,Heliobacterium modesticaldum,0.8,1,2.5,9,um,3.47E-18,m^29,rod,Bacteria,Firmicutes_B,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","106, 555, 4768, 12331, 13062, 14692, 18701, 18707, 18718, 18723",0.03928515
36854,Desulfitobacterium dehalogenans,0.5,0.7,2.5,6,um,1.15E-18,m^30,rod,Bacteria,Firmicutes_B,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, protraits, rrndb, bergeys","15, 555, 5423, 12331, 12848, 16039, 18701, 18718, 18723",0.059365123
37636,Thermus scotoductus,0.5,NA,1.5,NA,um,2.62E-19,m^31,rod,Bacteria,Deinococcota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","425, 555, 5277, 12331, 13968, 15331, 18701, 18707, 18718, 18723",0.016704757
37637,Corynebacterium pseudodiphtheriticum,0.3,0.5,0.5,2,um,1.40E-19,m^32,rod,Bacteria,Actinobacteriota,"bacdive-microa, engqvist, gold, masonmm, microbe-directory, pasteur, patric, protraits, bergeys","1, 555, 12331, 18541, 18701, 18707, 18718",0.370588812
37752,Flavobacterium hibernum,0.7,NA,1.8,13,um,2.76E-18,m^33,rod,Bacteria,Bacteroidota,"corkrey, engqvist, gold, pasteur, patric, bergeys","367, 555, 12331, 18707",0.12720631
38026,Methanolobus vulcani,1,1.25,1,1.25,um,1.49E-18,m^34,oval,Archaea,Halobacterota,"engqvist, gold, methanogen","555, 12331, 18649",0.032511594
38027,Methanosarcina siciliae,1.5,3,1.5,3,um,1.19E-17,m^35,oval,Archaea,Halobacterota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, rrndb","472, 555, 6406, 7201, 8363, 12331, 13271, 17568, 17569, 17570, 18675, 18723",0.033087364
39060,Desulfotomaculum_B geothermicum,0.5,0.8,2.3,2.5,um,7.24E-19,m^36,rod,Bacteria,Firmicutes_B,"corkrey, engqvist, gold","513, 555, 12331",0.003791294
39152,Methanococcus maripaludis,1.1,1.367,1.1,1.367,um,1.97E-18,m^37,oval,Archaea,Euryarchaeota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, mediadb, methanogen, microbe-directory, patric, protraits, rrndb","34, 555, 4493, 7854, 8027, 8622, 8772, 9077, 12331, 13248, 13249, 14214, 14530, 14592, 14654, 15495, 17416, 17417, 18560, 18608, 18701, 18707, 18718, 18723",0.11208719
