ConPhylum,TempPref,GenusSpecies,ConGenus,ConFamily,ConOrder,ConClass,Superkingdom,GrowthRate,RateUnit,Optimum.Temp,TempUnit,AverageVolume,VolumeUnit,Sources,Notes,Author,Temp,Unit,arrhenius_tmp,x,y,z,r.sqr,lntercept,a,RE,E,TCorrected_GrowthRate
Euryarchaeota,Mesophile,Methanoculleus chikugoensis,Methanoculleus,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Archaea,3.37E-06,s^-1,25,Celsius,3.53E-18,m^3,"corkrey, engqvist, gold, methanogen","26, 555, 12331, 18616",Madin,298.15,K,38.90970342,-12.60059781,-40.1852338,38.90970342,0.039662804,0.918251111,0.241566878,-0.079238074,0.079238074,7.36E-05
Euryarchaeota,Mesophile,Methanomethylovorans hollandica,Methanomethylovorans,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Archaea,5.72E-06,s^-1,35.8,Celsius,2.05E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, rrndb","555, 5582, 12331, 13259, 16287, 18652, 18701, 18707, 18723",Madin,308.95,K,37.54953253,-12.07154175,-40.72869188,37.54953253,0.039662804,0.918251111,0.241566878,-0.079238074,0.079238074,0.000112092
Euryarchaeota,Mesophile,Methanolobus taylorii,Methanolobus,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Archaea,1.30E-05,s^-1,33,Celsius,1.31E-19,m^3,"engqvist, gold, methanogen","555, 12331, 18647",Madin,306.15,K,37.89295468,-11.2505612,-43.47908963,37.89295468,0.039662804,0.918251111,0.241566878,-0.079238074,0.079238074,0.000261783
Euryarchaeota,Mesophile,Methanolobus vulcani,Methanolobus,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Archaea,9.03E-06,s^-1,40,Celsius,1.49E-18,m^3,"engqvist, gold, methanogen","555, 12331, 18649",Madin,313.15,K,37.04591434,-11.61495819,-41.04775555,37.04591434,0.039662804,0.918251111,0.241566878,-0.079238074,0.079238074,0.000170034
Euryarchaeota,Mesophile,Methanocella conradii,Methanocella,Methanocellaceae,Methanocellales,Methanomicrobia,Archaea,3.21E-06,s^-1,54.375,Celsius,9.90E-20,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, rrndb","555, 5637, 12331, 13244, 15673, 18601, 18701, 18707, 18723",Madin,327.525,K,35.41997733,-12.64923962,-43.7591671,35.41997733,0.039662804,0.918251111,0.241566878,-0.079238074,0.079238074,5.31E-05
Euryarchaeota,Mesophile,Methanogenium cariaci,Methanogenium,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Archaea,8.18E-06,s^-1,22.5,Celsius,1.84E-17,m^3,"corkrey, engqvist, gold, methanogen","353, 555, 12331, 18619",Madin,295.65,K,39.23872171,-11.71381841,-38.53418101,39.23872171,0.039662804,0.918251111,0.241566878,-0.079238074,0.079238074,0.000183258
Euryarchaeota,Mesophile,Methermicoccus shengliensis,Methermicoccus,Methermicoccaceae,Methanosarcinales,Methanomicrobia,Archaea,1.70E-06,s^-1,65,Celsius,6.43E-19,m^3,"corkrey, engqvist, gold, methanogen","48, 555, 12331, 18700",Madin,338.15,K,34.30704739,-13.28488231,-41.88814223,34.30704739,0.039662804,0.918251111,0.241566878,-0.079238074,0.079238074,2.58E-05
Euryarchaeota,Mesophile,Haloarcula vallismortis,Haloarcula,Halobacteriaceae,Halobacteriales,Halobacteria,Archaea,0.00014998,s^-1,44.9496,Celsius,2.23E-18,m^3,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/40/2/ijs-40-2-209.pdf?expires=1527009437&id=id&accname=guest&checksum=96A42DD1DAE75BB730F115177803E8B6,NA,Hira,318.0996,K,36.46948338,-8.805008606,-40.64453009,36.46948338,0.039662804,0.918251111,0.241566878,-0.079238074,0.079238074,0.00269802
Euryarchaeota,Mesophile,Natronobacterium gregoryi,Natronobacterium,Natrialbaceae,Natrialbales,Halobacteria,Archaea,0.00017693,s^-1,47.1046,Celsius,3.81E-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.122,Hira,320.2546,K,36.22407945,-8.639756384,-40.10890248,36.22407945,0.039662804,0.918251111,0.241566878,-0.079238074,0.079238074,0.003121536
Euryarchaeota,Mesophile,Methanocaldococcus villosus,Methanocaldococcus,Methanocaldococcaceae,Methanococcales,Methanococci,Archaea,4.01E-06,s^-1,80,Celsius,3.53E-18,m^3,"engqvist, gold, methanogen, microbe-directory, patric, protraits","555, 12331, 18599, 18701, 18707, 18718",Madin,353.15,K,32.84986004,-12.42671932,-40.1852338,32.84986004,0.039662804,0.918251111,0.241566878,-0.079238074,0.079238074,5.41E-05
Euryarchaeota,Mesophile,Methanoculleus horonobensis,Methanoculleus,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Archaea,7.19E-06,s^-1,39.5,Celsius,2.11E-18,m^3,"engqvist, fierer, gold, methanogen","555, 2565, 12331, 18617",Madin,312.65,K,37.10515936,-11.84281939,-40.69984373,37.10515936,0.039662804,0.918251111,0.241566878,-0.079238074,0.079238074,0.000136024
Euryarchaeota,Mesophile,Methanoculleus thermophilus,Methanoculleus,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Archaea,8.74E-06,s^-1,55,Celsius,1.59E-18,m^3,"corkrey, engqvist, gold, methanogen","488, 555, 12331, 18624",Madin,328.15,K,35.35251584,-11.64760037,-40.98279766,35.35251584,0.039662804,0.918251111,0.241566878,-0.079238074,0.079238074,0.000143908
Euryarchaeota,Mesophile,Thermococcus siculi,Thermococcus,Thermococcaceae,Thermococcales,Thermococci,Archaea,8.83E-05,s^-1,84.9802,Celsius,2.23E-18,m^3,https://link.springer.com/content/pdf/10.1007%2Fs007920050099.pdf,NA,Hira,358.1302,K,32.39304609,-9.33477045,-40.64453009,32.39304609,0.039662804,0.918251111,0.241566878,-0.079238074,0.079238074,0.001149983
Euryarchaeota,Mesophile,Methanothermococcus thermolithotrophicus,Methanothermococcus,Methanococcaceae,Methanococcales,Methanococci,Archaea,9.28E-06,s^-1,65,Celsius,3.53E-18,m^3,"engqvist, gold, methanogen, microbe-directory","555, 12331, 18695, 18701",Madin,338.15,K,34.30704739,-11.58764901,-40.1852338,34.30704739,0.039662804,0.918251111,0.241566878,-0.079238074,0.079238074,0.000140652
Euryarchaeota,Mesophile,Methanocaldococcus fervens,Methanocaldococcus,Methanocaldococcaceae,Methanococcales,Methanococci,Archaea,6.45E-06,s^-1,77,Celsius,3.53E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","555, 5067, 12331, 13239, 15015, 18595, 18701, 18707, 18718, 18723",Madin,350.15,K,33.13130965,-11.95143043,-40.1852338,33.13130965,0.039662804,0.918251111,0.241566878,-0.079238074,0.079238074,8.91E-05
Euryarchaeota,Mesophile,Thermococcus prieurii,Thermococcus,Thermococcaceae,Thermococcales,Thermococci,Archaea,1.74E-06,s^-1,80,Celsius,1.59E-18,m^3,"corkrey, fierer","199, 4190",Madin,353.15,K,32.84986004,-13.26162544,-40.98279766,32.84986004,0.039662804,0.918251111,0.241566878,-0.079238074,0.079238074,2.35E-05
Euryarchaeota,Mesophile,Methanothermococcus okinawensis,Methanothermococcus,Methanococcaceae,Methanococcales,Methanococci,Archaea,0.000313,s^-1,61.9822,Celsius,1.15E-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.265,Hira,335.1322,K,34.61597565,-8.069307367,-41.30676973,34.61597565,0.039662804,0.918251111,0.241566878,-0.079238074,0.079238074,0.00486152
Euryarchaeota,Mesophile,Methanosarcina barkeri,Methanosarcina,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Archaea,8.15E-06,s^-1,37.5,Celsius,5.61E-18,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb, silva","350, 555, 4623, 7759, 8097, 8563, 8810, 9039, 12331, 13266, 13267, 14310, 17546, 17547, 17615, 18121, 18669, 18701, 18707, 18718, 18723, 18887",Madin,310.65,K,37.34404659,-11.71749263,-39.72198095,37.34404659,0.039662804,0.918251111,0.241566878,-0.079238074,0.079238074,0.000157132
Euryarchaeota,Mesophile,Methanocella paludicola,Methanocella,Methanocellaceae,Methanocellales,Methanomicrobia,Archaea,6.30E-07,s^-1,36.6,Celsius,3.10E-19,m^3,"corkrey, engqvist, fierer, genbank, gold, kegg, methanogen, microbe-directory, patric, protraits","435, 555, 2563, 5251, 12331, 15074, 18602, 18701, 18707, 18718",Madin,309.75,K,37.4525523,-14.27754602,-42.61771466,37.4525523,0.039662804,0.918251111,0.241566878,-0.079238074,0.079238074,1.23E-05
Euryarchaeota,Mesophile,Methanocella arvoryzae,Methanocella,Methanocellaceae,Methanocellales,Methanomicrobia,Archaea,4.25E-06,s^-1,45,Celsius,4.43E-19,m^3,"engqvist, fierer, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","555, 2562, 4926, 12331, 13243, 14565, 18600, 18701, 18707, 18718, 18723",Madin,318.15,K,36.46370603,-12.36859158,-42.26071718,36.46370603,0.039662804,0.918251111,0.241566878,-0.079238074,0.079238074,7.64E-05
Euryarchaeota,Mesophile,Methanotorris formicicus,Methanotorris,Methanocaldococcaceae,Methanococcales,Methanococci,Archaea,9.24E-06,s^-1,73,Celsius,1.59E-18,m^3,"corkrey, engqvist, gold, methanogen, microbe-directory","177, 555, 12331, 18698, 18701",Madin,346.15,K,33.51416459,-11.59196867,-40.98279766,33.51416459,0.039662804,0.918251111,0.241566878,-0.079238074,0.079238074,0.000131517
Euryarchaeota,Mesophile,Thermococcus hydrothermalis,Thermococcus,Thermococcaceae,Thermococcales,Thermococci,Archaea,0.00011648,s^-1,79.8486,Celsius,2.23E-18,m^3,https://www.researchgate.net/publication/13992510_Thermococcus_hydrothermalis_sp_nov_a_New_Hyperthermophilic_Archaeon_Isolated_from_a_Deep-Sea_Hydrothermal_Vent,NA,Hira,352.9986,K,32.86394925,-9.057790974,-40.64453009,32.86394925,0.039662804,0.918251111,0.241566878,-0.079238074,0.079238074,0.001574662
Euryarchaeota,Mesophile,Methanocaldococcus vulcanius,Methanocaldococcus,Methanocaldococcaceae,Methanococcales,Methanococci,Archaea,0.00022032,s^-1,79.5092,Celsius,7.33E-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.267,Hira,352.6592,K,32.89557758,-8.420429523,-39.45455616,32.89557758,0.039662804,0.918251111,0.241566878,-0.079238074,0.079238074,0.00298592
Firmicutes,Mesophile,Bacillus amyloliquefaciens,Bacillus,Bacillaceae,Bacillales,Bacilli,Bacteria,6.41E-05,s^-1,35.2,Celsius,1.07E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, mediadb, microbe-directory, pasteur, patric, protraits, rrndb, bergeys","555, 4547, 7811, 8062, 8592, 8791, 9058, 9227, 9389, 9534, 9646, 9773, 9853, 9954, 10011, 10109, 10153, 10242, 10276, 10352, 10383, 10446, 10468, 10528, 10548, 10607, 10625, 10682, 12331, 12458, 15244, 15719, 15730, 15731, 16001, 16329, 16735, 16789, 18560, 18701, 18707, 18718, 18723",Madin,308.35,K,37.62259794,-9.655066194,-41.37887303,37.62259794,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,3.42E-06
Firmicutes,Mesophile,Acetanaerobacterium elongatum,Acetanaerobacterium,Ruminococcaceae,Clostridiales,Clostridia,Bacteria,1.24E-05,s^-1,37,Celsius,4.17E-19,m^3,"corkrey, fierer, gold","128, 558, 12331",Madin,310.15,K,37.4042498,-11.29781409,-42.32120073,37.4042498,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,6.73E-07
Firmicutes,Mesophile,[Clostridium] termitidis,Ruminiclostridium,Ruminococcaceae,Clostridiales,Clostridia,Bacteria,5.91E-06,s^-1,37,Celsius,9.49E-19,m^3,"corkrey, engqvist, gold, microbe-directory, patric, bergeys","21, 555, 12331, 18701, 18707",Madin,310.15,K,37.4042498,-12.03886473,-41.49887815,37.4042498,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,3.21E-07
Firmicutes,Mesophile,Acetobacterium carbinolicum,Acetobacterium,Eubacteriaceae,Clostridiales,Clostridia,Bacteria,1.05E-05,s^-1,25.326,Celsius,1.16E-18,m^3,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,pg.894,Hira,298.476,K,38.86720565,-11.4641353,-41.29811167,38.86720565,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,5.09E-07
Firmicutes,Mesophile,Lactobacillus casei,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Bacteria,0.000127889,s^-1,36,Celsius,1.72E-18,m^3,"campedelli, engqvist, genbank, gold, kegg, masonmm, microbe-directory, patric, protraits, rrndb, bergeys","2, 555, 4485, 7859, 8023, 8625, 8770, 9079, 9210, 9405, 9519, 9659, 9761, 12331, 14762, 15204, 15849, 15850, 16209, 16584, 17391, 18545, 18701, 18707, 18718, 18723",Madin,309.15,K,37.52524041,-8.964347858,-40.90420738,37.52524041,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,6.88E-06
Firmicutes,Mesophile,Lactobacillus plantarum,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Bacteria,6.42E-05,s^-1,36.02,Celsius,4.46E-18,m^3,"bacdive-microa, campedelli, engqvist, genbank, gold, jemma-refseq, kegg, mediadb, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","1, 2, 555, 4676, 7740, 8108, 8554, 8815, 9034, 9247, 9372, 9549, 9633, 9785, 9841, 9963, 10002, 10118, 10148, 10245, 10272, 10356, 10379, 10465, 10531, 10546, 10610, 10622, 10685, 10696, 10748, 10760, 10812, 10823, 10921, 10962, 10972, 10007, 11015, 11047, 5426, 11084, 11091, 11122, 11129, 11164, 11169, 11199, 11204, 11236, 11240, 11268, 11273, 11298, 11304, 11328, 11331, 11349, 11352, 11992, 12331, 13146, 14165, 14985, 15247, 16325, 16527, 16553, 17405, 18560, 18701, 18707, 18718, 18723, 18875",Madin,309.17,K,37.52281293,-9.653507347,-39.95138291,37.52281293,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,3.45E-06
Firmicutes,Mesophile,Lactobacillus paracasei,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Bacteria,8.35E-05,s^-1,34.0105,Celsius,1.88E-18,m^3,"Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes, pg.504",pg.504,Hira,307.1605,K,37.76829402,-9.390663926,-40.8152599,37.76829402,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,4.41E-06
Firmicutes,Mesophile,Brevibacillus laterosporus,Brevibacillus,Paenibacillaceae,Bacillales,Bacilli,Bacteria,3.18E-05,s^-1,37,Celsius,1.26E-18,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, bergeys","459, 555, 5465, 7512, 8237, 12331, 12564, 17474, 18701, 18707, 18718, 18723",Madin,310.15,K,37.4042498,-10.35604427,-41.21541995,37.4042498,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,1.73E-06
Firmicutes,Mesophile,Virgibacillus halodenitrificans,Virgibacillus,Bacillaceae,Bacillales,Bacilli,Bacteria,4.49E-05,s^-1,37.5,Celsius,1.67E-18,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, protraits, rrndb, bergeys","426, 555, 5940, 12331, 14019, 18132, 18701, 18718, 18723",Madin,310.65,K,37.34404659,-10.01107276,-40.93370805,37.34404659,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,2.45E-06
Firmicutes,Mesophile,Halanaerobium alcaliphilum,Halanaerobium,Halanaerobiaceae,Halanaerobiales,Clostridia,Bacteria,8.26E-05,s^-1,36.643,Celsius,1.95E-18,m^3,"Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes, pg.1198",pg.1199,Hira,309.793,K,37.4473538,-9.401500877,-40.7787023,37.4473538,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,4.47E-06
Firmicutes,Mesophile,Alkalibacterium indicireducens,Alkalibacterium,Carnobacteriaceae,Lactobacillales,Bacilli,Bacteria,7.06E-05,s^-1,25,Celsius,1.22E-18,m^3,"corkrey, fierer, gold","521, 739, 12331",Madin,298.15,K,38.90970342,-9.558480413,-41.24768082,38.90970342,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,3.41E-06
Firmicutes,Mesophile,[Clostridium] ultunense,NA,Tissierellaceae,Tissierellales,Tissierellia,Bacteria,1.23E-06,s^-1,37,Celsius,2.76E-17,m^3,"corkrey, engqvist, gold, microbe-directory, patric, bergeys","116, 555, 12331, 18701, 18707",Madin,310.15,K,37.4042498,-13.60849639,-38.1287159,37.4042498,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,6.68E-08
Firmicutes,Mesophile,Paenibacillus anaericanus,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Bacteria,1.62E-05,s^-1,32.5,Celsius,2.38E-18,m^3,"corkrey, engqvist, fierer, gold, pasteur, bergeys","73, 555, 1444, 12331",Madin,305.65,K,37.95494217,-11.03049932,-40.57943119,37.95494217,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,8.42E-07
Firmicutes,Mesophile,Acetobacterium fimetarium,Acetobacterium,Eubacteriaceae,Clostridiales,Clostridia,Bacteria,4.14E-05,s^-1,30.035,Celsius,1.37E-18,m^3,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,pg.894,Hira,303.185,K,38.26352911,-10.09222968,-41.13172093,38.26352911,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,2.10E-06
Firmicutes,Mesophile,Bacillus subtilis,Bacillus,Bacillaceae,Bacillales,Bacilli,Bacteria,0.000117189,s^-1,33.441,Celsius,9.94E-19,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, masonmm, mediadb, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","54, 555, 4484, 7860, 8022, 8626, 8769, 9080, 9209, 9406, 9518, 9660, 9760, 9862, 9946, 10017, 10102, 10160, 10237, 10281, 10348, 10387, 10443, 10471, 10551, 10604, 10627, 10679, 10700, 10743, 10765, 10808, 10825, 10865, 10877, 10912, 10924, 10959, 11007, 11017, 11044, 11052, 11083, 11092, 11121, 11130, 11162, 11172, 11197, 11206, 11234, 11242, 11267, 11275, 11297, 11305, 11326, 11332, 11348, 11353, 11167, 11391, 11398, 11411, 11415, 11426, 11806, 11807, 11813, 11814, 11822, 12331, 12482, 14067, 15225, 15333, 15538, 15732, 16164, 16256, 16326, 16365, 16382, 16469, 16761, 17189, 17190, 17203, 18540, 18560, 18701, 18707, 18718, 18790, 18723, 18811",Madin,306.591,K,37.83844951,-9.051722542,-41.45254975,37.83844951,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,6.15E-06
Firmicutes,Mesophile,[Clostridium] alkalicellulosi,Ruminiclostridium,Ruminococcaceae,Clostridiales,Clostridia,Bacteria,4.09E-06,s^-1,35,Celsius,4.52E-19,m^3,"corkrey, engqvist, gold, bergeys","112, 555, 12331",Madin,308.15,K,37.6470163,-12.40696559,-42.24060477,37.6470163,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,2.18E-07
Firmicutes,Mesophile,Clostridium tagluense,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Bacteria,2.07E-05,s^-1,17.5,Celsius,5.83E-18,m^3,"corkrey, engqvist, fierer, gold","75, 555, 1355, 12331",Madin,290.65,K,39.91373843,-10.78537686,-39.68351467,39.91373843,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,9.24E-07
Firmicutes,Mesophile,Bacillus anthracis,Bacillus,Bacillaceae,Bacillales,Bacilli,Bacteria,3.19E-05,s^-1,33,Celsius,3.45E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva","555, 4416, 7917, 7973, 8669, 8724, 9119, 9172, 9442, 9489, 9689, 9734, 9886, 9924, 10041, 10078, 10184, 10219, 10300, 10334, 10401, 10430, 10483, 10512, 10563, 10590, 10638, 10668, 10712, 7285, 10776, 10834, 11099, 4576, 11139, 11154, 11178, 11191, 11213, 11929, 11934, 12331, 12459, 12460, 14179, 14224, 14230, 14925, 14931, 15922, 16806, 16807, 16930, 17146, 17209, 18701, 18707, 18718, 18723, 18807",Madin,306.15,K,37.89295468,-10.35290455,-40.20815744,37.89295468,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,1.67E-06
Firmicutes,Mesophile,Halanaerobacter chitinivorans,Halanaerobacter,Halobacteroidaceae,Halanaerobiales,Clostridia,Bacteria,1.24E-05,s^-1,37,Celsius,1.23E-18,m^3,"corkrey, engqvist, gold, bergeys","441, 555, 12331",Madin,310.15,K,37.4042498,-11.29781409,-41.2395175,37.4042498,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,6.73E-07
Firmicutes,Mesophile,Halanaerobium lacusrosei,Halanaerobium,Halanaerobiaceae,Halanaerobiales,Clostridia,Bacteria,4.83E-05,s^-1,40,Celsius,5.13E-19,m^3,"Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes, pg.1200","Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes, pg.1200",Hira,313.15,K,37.04591434,-9.938078997,-42.11401111,37.04591434,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,2.70E-06
Firmicutes,Mesophile,Anaerocolumna jejuensis,Anaerocolumna,Lachnospiraceae,Clostridiales,Clostridia,Bacteria,9.17E-06,s^-1,30,Celsius,6.52E-19,m^3,"corkrey, engqvist, fierer, gold","76, 555, 1347, 12331",Madin,303.15,K,38.26794681,-11.59957327,-41.87424239,38.26794681,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,4.65E-07
Firmicutes,Mesophile,Gottschalkia purinilyticum,Gottschalkia,Gottschalkiaceae,Tissierellales,Tissierellia,Bacteria,4.78E-05,micro (s^-1),36,Celsius,8.16E-18,m^3,"corkrey, engqvist, gold","117, 555, 12331",Madin,309.15,K,37.52524041,-9.948484918,-39.3472875,37.52524041,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,2.57E-06
Firmicutes,Mesophile,Staphylococcus xylosus,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Bacteria,0.00061077,s^-1,27.82093223,Celsius,5.86E-19,m^3,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,pg.420,Hira,300.9709322,K,38.5450116,-7.400790102,-41.98096716,38.5450116,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,3.03E-05
Firmicutes,Mesophile,Clostridioides difficile,Clostridioides,Peptostreptococcaceae,Clostridiales,Clostridia,Bacteria,0.000155904,s^-1,35.1,Celsius,2.48E-18,m^3,"corkrey, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb","29, 4468, 7872, 8013, 8632, 8762, 9085, 9203, 9411, 4576, 9663, 9758, 9864, 10162, 10602, 10628, 10678, 10702, 10741, 10766, 10807, 10826, 10864, 10879, 10911, 10925, 10957, 10976, 11005, 11019, 11042, 11054, 11082, 11094, 11119, 11132, 11160, 12283, 12284, 12285, 12286, 12287, 12288, 12331, 12722, 12723, 14526, 15036, 15037, 17494, 17589, 18701, 18707, 18718, 18723",Madin,308.25,K,37.63480316,-8.766270125,-40.53827311,37.63480316,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,8.31E-06
Firmicutes,Mesophile,Clostridium acetobutylicum,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Bacteria,3.51E-05,s^-1,37.5,Celsius,1.45E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, mediadb, microbe-directory, patric, protraits, rrndb, silva, bergeys","555, 4610, 7763, 8094, 12331, 12725, 14110, 15460, 15759, 18560, 18701, 18707, 18718, 18723, 18841",Madin,310.65,K,37.34404659,-10.25730943,-41.07496812,37.34404659,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,1.91E-06
Firmicutes,Mesophile,Clostridium aciditolerans,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Bacteria,3.49E-05,s^-1,35,Celsius,4.33E-18,m^3,"corkrey, engqvist, fierer, gold, bergeys","330, 555, 1340, 12331",Madin,308.15,K,37.6470163,-10.26302373,-39.98096413,37.6470163,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,1.86E-06
Firmicutes,Mesophile,Clostridium akagii,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Bacteria,1.24E-05,s^-1,22.5,Celsius,4.84E-18,m^3,"corkrey, engqvist, gold","88, 555, 12331",Madin,295.65,K,39.23872171,-11.29781409,-39.86961695,39.23872171,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,5.83E-07
Firmicutes,Mesophile,Clostridium botulinum,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Bacteria,0.000134644,s^-1,37.637,Celsius,8.85E-18,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, masonmm, microbe-directory, pasteur, patric, protraits, rrndb, bergeys","52, 555, 4518, 7835, 8045, 8608, 8781, 9069, 9219, 9397, 9526, 9652, 9767, 9858, 9949, 10015, 10105, 10158, 10239, 10279, 10350, 10385, 10445, 10469, 10526, 10550, 10605, 10626, 10680, 10699, 10744, 10764, 10809, 10866, 10876, 10913, 10960, 10377, 11895, 11900, 12331, 12731, 12732, 12733, 12734, 14572, 14602, 14613, 14614, 14709, 14710, 14735, 14806, 14922, 14934, 15391, 15760, 15970, 18543, 18701, 18707, 18718, 18723",Madin,310.787,K,37.32758473,-8.9128763,-39.26611421,37.32758473,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,7.35E-06
Firmicutes,Mesophile,Sporanaerobacter acetigenes,Sporanaerobacter,NA,Tissierellales,Tissierellia,Bacteria,2.48E-05,s^-1,40,Celsius,6.12E-19,m^3,"corkrey, engqvist, gold, pasteur","131, 555, 12331",Madin,313.15,K,37.04591434,-10.6046669,-41.93755467,37.04591434,0.037731923,-22.38546791,-0.229218366,0.077897204,-0.077897204,1.38E-06
