"ConPhylum","GenusSpecies","ConGenus","ConFamily","ConOrder","ConClass","Superkingdom","GrowthRate","RateUnit","Optimum.Temp","TempUnit","AverageVolume","VolumeUnit","Sources","Notes","OptimumTemp","arrhenius_tmp","TempPref","x","y","z","r.sqr","a","RE","p_volume","p_temp","E","TCorrected_GrowthRate"
"53","Euryarchaeota","Methanosarcina semesiae","Methanosarcina","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",2.18e-05,"s^-1",32.5,"Celsius",2.87e-18,"m^3","corkrey, gold, methanogen","427, 12331, 18674",305.65,37.9549421699524,"Mesophile",-10.7336005881692,-40.3922196441213,37.9549421699524,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,3.23310882625192e-08
"54","Euryarchaeota","Methanolinea tarda","Methanolinea","Methanoregulaceae","Methanomicrobiales","Methanomicrobia","Archaea",2.46e-07,"s^-1",50,"Celsius",1.05e-18,"m^3","engqvist, fierer, gold, methanogen, microbe-directory","555, 2568, 12331, 18642, 18701",323.15,35.8995143872689,"Mesophile",-15.217934301014,-41.3977415097234,35.8995143872689,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,5.19150063609872e-10
"55","Euryarchaeota","Methanosarcina siciliae","Methanosarcina","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",9.19e-06,"s^-1",40,"Celsius",1.19e-17,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, rrndb","472, 555, 6406, 7201, 8363, 12331, 13271, 17568, 17569, 17570, 18675, 18723",313.15,37.0459143357686,"Mesophile",-11.5973946215967,-38.9699932737753,37.0459143357686,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.59305396065637e-08
"56","Euryarchaeota","Methanococcus maripaludis","Methanococcus","Methanococcaceae","Methanococcales","Methanococci","Archaea",3.11e-05,"s^-1",35.429,"Celsius",1.97e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, mediadb, methanogen, microbe-directory, patric, protraits, rrndb","34, 555, 4493, 7854, 8027, 8622, 8772, 9077, 12331, 13248, 13249, 14214, 14530, 14592, 14654, 15495, 17416, 17417, 18560, 18608, 18701, 18707, 18718, 18723",308.579,37.5946777786108,"Mesophile",-10.3783027387791,-40.7684981311429,37.5946777786108,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,4.90653882121672e-08
"57","Euryarchaeota","Methanobrevibacter arboriphilus","Methanobrevibacter","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",5.81e-06,"s^-1",33.5,"Celsius",7.07e-19,"m^3","engqvist, gold, methanogen","555, 12331, 18582",306.65,37.8311693273959,"Mesophile",-12.0559299871005,-41.7932562869784,37.8311693273959,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,8.80166690976565e-09
"58","Euryarchaeota","Methanomethylovorans hollandica","Methanomethylovorans","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",5.72e-06,"s^-1",35.8,"Celsius",2.05e-18,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, rrndb","555, 5582, 12331, 13259, 16287, 18652, 18701, 18707, 18723",308.95,37.5495325270948,"Mesophile",-12.0715417525726,-40.7286918807425,37.5495325270948,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,9.09443282378215e-09
"59","Euryarchaeota","Methanocaldococcus fervens","Methanocaldococcus","Methanocaldococcaceae","Methanococcales","Methanococci","Archaea",6.45e-06,"s^-1",77,"Celsius",3.53e-18,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","555, 5067, 12331, 13239, 15015, 18595, 18701, 18707, 18718, 18723",350.15,33.1313096508523,"Mesophile",-11.9514304271566,-40.1852338029476,33.1313096508523,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,2.18894969311235e-08
"60","Euryarchaeota","Methanocalculus taiwanensis","Methanocalculus","Methanocalculaceae","Methanomicrobiales","Methanomicrobia","Archaea",6.36e-06,"s^-1",37,"Celsius",1.59e-18,"m^3","corkrey, engqvist, gold, methanogen","477, 555, 12331, 18594",310.15,37.4042497960533,"Mesophile",-11.9654821806122,-40.9827976576607,37.4042497960533,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.03672801910071e-08
"61","Euryarchaeota","Methanosarcina baltica","Methanosarcina","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",3.41e-06,"s^-1",20.5,"Celsius",1.19e-17,"m^3","corkrey, engqvist, gold, methanogen","462, 555, 12331, 18668",293.65,39.5059699446482,"Mesophile",-12.5887982666688,-38.9699932737753,39.5059699446482,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,3.87541207684756e-09
"62","Euryarchaeota","Methanocorpusculum labreanum","Methanocorpusculum","Methanocorpusculaceae","Methanomicrobiales","Methanomicrobia","Archaea",6.3e-06,"s^-1",37,"Celsius",1.81e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","315, 555, 4892, 12331, 13252, 14511, 18613, 18701, 18707, 18718, 18723",310.15,37.4042497960533,"Mesophile",-11.9749609245668,-40.8532048286151,37.4042497960533,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.02694756609032e-08
"63","Euryarchaeota","Methanofollis formosanus","Methanofollis","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Archaea",2.96e-06,"s^-1",37,"Celsius",5.61e-18,"m^3","engqvist, gold, methanogen","555, 12331, 18627",310.15,37.4042497960533,"Mesophile",-12.7303212896283,-39.7219809543582,37.4042497960533,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,4.82502348512279e-09
"64","Euryarchaeota","Methanosaeta harundinacea","Methanosaeta","Methanosaetaceae","Methanosarcinales","Methanomicrobia","Archaea",2.23e-06,"s^-1",35.5,"Celsius",2.35e-18,"m^3","corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, rrndb","384, 555, 2572, 5665, 12331, 13263, 15884, 18664, 18701, 18707, 18723",308.65,37.586029723784,"Mesophile",-13.0135089724922,-40.5921163457368,37.586029723784,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,3.5234187840488e-09
"65","Euryarchaeota","Methanoculleus chikugoensis","Methanoculleus","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Archaea",3.37e-06,"s^-1",25,"Celsius",3.53e-18,"m^3","corkrey, engqvist, gold, methanogen","26, 555, 12331, 18616",298.15,38.9097034185676,"Mesophile",-12.6005978136,-40.1852338029476,38.9097034185676,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,4.24261875909452e-09
"66","Euryarchaeota","Methanothermobacter thermoflexus","Methanothermobacter","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",4.97e-06,"s^-1",55,"Celsius",1.68e-18,"m^3","corkrey, engqvist, gold, methanogen, bergeys","506, 555, 12331, 18688",328.15,35.3525158441138,"Mesophile",-12.2120907178557,-40.9277378804777,35.3525158441138,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.15208037200841e-08
"67","Euryarchaeota","Methanococcoides alaskense","Methanococcoides","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",3.53e-05,"s^-1",23.6,"Celsius",4.71e-18,"m^3","corkrey, engqvist, gold, methanogen","462, 555, 12331, 18603",296.75,39.0932706798515,"Mesophile",-10.251627594025,-39.8968437658645,39.0932706798515,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,4.30623058960377e-08
"68","Euryarchaeota","Methanofollis aquaemaris","Methanofollis","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Archaea",4.62e-06,"s^-1",37,"Celsius",4.29e-18,"m^3","corkrey, engqvist, gold, methanogen","24, 555, 12331, 18625",310.15,37.4042497960533,"Mesophile",-12.2851158528706,-39.9902449409529,37.4042497960533,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,7.5309488179957e-09
"69","Euryarchaeota","Halococcus hamelinensis","Halococcus","Halococcaceae","Halobacteriales","Halobacteria","Archaea",4.23e-06,"s^-1",37,"Celsius",1.05e-18,"m^3","corkrey, fierer, gold, microbe-directory, protraits","246, 1922, 12331, 18701, 18718",310.15,37.4042497960533,"Mesophile",-12.3733085649061,-41.3977415097234,37.4042497960533,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,6.89521937232074e-09
"70","Euryarchaeota","Methanococcoides methylutens","Methanococcoides","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",1.25e-05,"s^-1",32.5,"Celsius",3.14e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, patric, rrndb","438, 555, 7222, 12331, 13246, 17614, 18605, 18707, 18723",305.65,37.9549421699524,"Mesophile",-11.289781913656,-40.3023088739727,37.9549421699524,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.85384680404353e-08
"71","Euryarchaeota","Methanocalculus pumilus","Methanocalculus","Methanocalculaceae","Methanomicrobiales","Methanomicrobia","Archaea",5.67e-06,"s^-1",35,"Celsius",7.63e-19,"m^3","engqvist, gold, methanogen","555, 12331, 18593",308.15,37.6470163045463,"Mesophile",-12.0803214402246,-41.7170289215905,37.6470163045463,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,8.86537363805512e-09
"72","Euryarchaeota","Methanosalsum zhilinae","Methanosalsum","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",5.87e-06,"s^-1",45,"Celsius",1.59e-18,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, rrndb","555, 5216, 12331, 13264, 15453, 18666, 18701, 18707, 18723",318.15,36.4637060325191,"Mesophile",-12.0456559241243,-40.9827976576607,36.4637060325191,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.12446487728893e-08
"73","Euryarchaeota","Methanocalculus chunghsingensis","Methanocalculus","Methanocalculaceae","Methanomicrobiales","Methanomicrobia","Archaea",1.8e-06,"s^-1",37,"Celsius",2.3e-18,"m^3","engqvist, gold, methanogen","555, 12331, 18590",310.15,37.4042497960533,"Mesophile",-13.2277238930622,-40.6136225509577,37.4042497960533,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,2.93413590311521e-09
"74","Euryarchaeota","Halorubrum saccharovorum","Halorubrum","Halorubraceae","Haloferacales","Halobacteria","Archaea",1.12e-05,"s^-1",37,"Celsius",2.12e-18,"m^3","corkrey, engqvist, gold, microbe-directory, pasteur, bergeys","149, 555, 12331, 18701",310.15,37.4042497960533,"Mesophile",-11.3995967796632,-40.6951155852089,37.4042497960533,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.82568456193835e-08
"75","Euryarchaeota","Methanospirillum hungatei","Methanospirillum","Methanospirillaceae","Methanomicrobiales","Methanomicrobia","Archaea",2.17e-06,"s^-1",37.125,"Celsius",1.08e-18,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","555, 4743, 12331, 13278, 14364, 18683, 18701, 18707, 18718, 18723",310.275,37.389180804918,"Mesophile",-13.0407833904119,-41.3695706327567,37.389180804918,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,3.54642326902114e-09
"76","Euryarchaeota","Methanobrevibacter oralis","Methanobrevibacter","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",4.23e-06,"s^-1",37.25,"Celsius",1.27e-19,"m^3","engqvist, gold, methanogen","555, 12331, 18588",310.4,37.3741239505346,"Mesophile",-12.3733085649061,-43.5100998664164,37.3741239505346,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,6.93096028418608e-09
"77","Euryarchaeota","Methanocaldococcus infernus","Methanocaldococcus","Methanocaldococcaceae","Methanococcales","Methanococci","Archaea",3.46e-06,"s^-1",82,"Celsius",8.38e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","352, 555, 5066, 12331, 13240, 15160, 18597, 18701, 18707, 18718, 18723",355.15,32.6648685745345,"Mesophile",-12.5742419688946,-39.3206837593988,32.6648685745345,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.27208662361008e-08
"78","Euryarchaeota","Methanobacterium arcticum","Methanobacterium","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",2.23e-06,"s^-1",37,"Celsius",8.58e-19,"m^3","engqvist, fierer, gold, methanogen","555, 2557, 12331, 18563",310.15,37.4042497960533,"Mesophile",-13.0135089724922,-41.599682853387,37.4042497960533,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,3.6350683688594e-09
"79","Euryarchaeota","Methanocalculus halotolerans","Methanocalculus","Methanocalculaceae","Methanomicrobiales","Methanomicrobia","Archaea",5.38e-06,"s^-1",38,"Celsius",1.05e-18,"m^3","corkrey, engqvist, gold, methanogen","468, 555, 12331, 18591",311.15,37.2840368768952,"Mesophile",-12.1328221837906,-41.3977415097234,37.2840368768952,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,8.95260940723684e-09
"80","Euryarchaeota","Methanobacterium alcaliphilum","Methanobacterium","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",5.81e-06,"s^-1",37,"Celsius",3.16e-18,"m^3","engqvist, gold, methanogen","555, 12331, 18562",310.15,37.4042497960533,"Mesophile",-12.0559299871005,-40.295959646294,37.4042497960533,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,9.4707386650552e-09
"81","Euryarchaeota","Methanoculleus receptaculi","Methanoculleus","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Archaea",2.67e-06,"s^-1",52.5,"Celsius",2.05e-18,"m^3","corkrey, engqvist, gold, methanogen","46, 555, 12331, 18621",325.65,35.6239154744233,"Mesophile",-12.8334320855521,-40.7286918807425,35.6239154744233,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,5.90758320719657e-09
"82","Euryarchaeota","Methanocaldococcus vulcanius","Methanocaldococcus","Methanocaldococcaceae","Methanococcales","Methanococci","Archaea",3.97e-06,"s^-1",78.167,"Celsius",8.38e-18,"M^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","341, 555, 5077, 12331, 13242, 15049, 18595, 18701, 18707, 18718, 18723",351.317,33.0212545201227,"Mesophile",-12.4367444632652,-39.3206837593988,33.0212545201227,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.37299558017723e-08
"83","Euryarchaeota","Natronococcus occultus","Natronococcus","Natrialbaceae","Natrialbales","Halobacteria","Archaea",1.23e-05,"s^-1",37.1,"Celsius",2.09e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, bergeys","149, 555, 5569, 12331, 13389, 16295, 18701, 18707, 18718, 18723",310.25,37.3921936317355,"Mesophile",-11.3059112955859,-40.7093676079161,37.3921936317355,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,2.00914552833292e-08
"84","Euryarchaeota","Methanobacterium veterum","Methanobacterium","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",3.66e-06,"s^-1",28,"Celsius",7.53e-19,"m^3","corkrey, engqvist, fierer, gold, methanogen","408, 555, 2560, 12331, 18580",301.15,38.5220922272819,"Mesophile",-12.518047410551,-41.7302217250751,38.5220922272819,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,4.92463910493548e-09
"85","Euryarchaeota","Methanogenium marinum","Methanogenium","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Archaea",4.44e-06,"s^-1",25,"Celsius",1.39e-18,"m^3","corkrey, engqvist, gold, methanogen","326, 555, 12331, 18632",298.15,38.9097034185676,"Mesophile",-12.3248561815201,-41.1172279267502,38.9097034185676,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,5.58968168853996e-09
"86","Euryarchaeota","Methanosarcina horonobensis","Methanosarcina","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",1.2e-05,"s^-1",37,"Celsius",1.04e-17,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, methanogen, rrndb","555, 6408, 12331, 13268, 17626, 18671, 18723",310.15,37.4042497960533,"Mesophile",-11.3306039081763,-39.1047258677455,37.4042497960533,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.95609060207681e-08
"87","Euryarchaeota","Methanolobus psychrophilus","Methanolobus","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",1.64e-05,"s^-1",18,"Celsius",1.04e-18,"m^3","corkrey, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, rrndb","323, 5652, 12331, 13258, 16159, 18646, 18701, 18723",291.15,39.845193454391,"Mesophile",-11.0182292231341,-41.4073109607395,39.845193454391,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.7584278099499e-08
"88","Euryarchaeota","Methanoregula boonei","Methanoregula","Methanoregulaceae","Methanomicrobiales","Methanomicrobia","Archaea",1.44e-06,"s^-1",36.333,"Celsius",1.49e-19,"m^3","engqvist, fierer, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","555, 2570, 4903, 12331, 13260, 14617, 18661, 18701, 18707, 18718, 18723",309.483,37.4848637057478,"Mesophile",-13.4508674443764,-43.3503406469295,37.4848637057478,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,2.31505835435135e-09
"89","Euryarchaeota","Methanobacterium beijingense","Methanobacterium","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",4.2e-06,"s^-1",37,"Celsius",6.12e-19,"m^3","corkrey, engqvist, gold, methanogen","332, 555, 12331, 18564",310.15,37.4042497960533,"Mesophile",-12.380426032675,-41.9375546703626,37.4042497960533,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,6.84631710726882e-09
"90","Euryarchaeota","Methanosphaerula palustris","Methanosphaerula","Methanoregulaceae","Methanomicrobiales","Methanomicrobia","Archaea",5.07e-06,"s^-1",30,"Celsius",2.88e-19,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","555, 5012, 12331, 13277, 14862, 18682, 18701, 18707, 18718, 18723",303.15,38.2679468060232,"Mesophile",-12.1921697403612,-42.691326472739,38.2679468060232,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,7.12595548991701e-09
"91","Euryarchaeota","Methanoculleus bourgensis","Methanoculleus","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Archaea",4.82e-06,"s^-1",38.5,"Celsius",3.53e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, protraits, rrndb","49, 555, 5948, 7340, 12331, 13253, 16081, 18615, 18701, 18718, 18723",311.65,37.2242197152124,"Mesophile",-12.2427366299018,-40.1852338029476,37.2242197152124,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,8.10350040871399e-09
"92","Euryarchaeota","Methanobacterium kanagiense","Methanobacterium","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",2.39e-06,"s^-1",40,"Celsius",4.48e-19,"m^3","corkrey, engqvist, gold, methanogen","351, 555, 12331, 18572",313.15,37.0459143357686,"Mesophile",-12.9442171920209,-42.24949372046,37.0459143357686,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,4.14298037646216e-09
"93","Euryarchaeota","Methanolobus profundi","Methanolobus","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",1.93e-05,"s^-1",30,"Celsius",1.02e-18,"m^3","engqvist, gold, methanogen","555, 12331, 18645",303.15,38.2679468060232,"Mesophile",-10.8554054620534,-41.4267290465966,38.2679468060232,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,2.71264183343981e-08
"94","Euryarchaeota","Methanofollis ethanolicus","Methanofollis","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Archaea",8.23e-07,"s^-1",37,"Celsius",1.64e-17,"m^3","gold, methanogen","12331, 18626",310.15,37.4042497960533,"Mesophile",-14.0103096362693,-38.6492503390627,37.4042497960533,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.34155213792434e-09
"95","Euryarchaeota","Methanobacterium flexile","Methanobacterium","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",2.99e-06,"s^-1",36.5,"Celsius",5.86e-19,"m^3","corkrey, engqvist, gold, methanogen","260, 555, 12331, 18569",309.65,37.4646474220763,"Mesophile",-12.7202371705617,-41.9809671632979,37.4646474220763,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,4.82366776060266e-09
"96","Euryarchaeota","Methanobacterium movens","Methanobacterium","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",2.47e-06,"s^-1",36.5,"Celsius",5.33e-19,"m^3","corkrey, engqvist, gold, methanogen","260, 555, 12331, 18569",309.65,37.4646474220763,"Mesophile",-12.9112924073244,-42.0757655287091,37.4646474220763,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,3.98476901962829e-09
"97","Euryarchaeota","Methanoculleus horonobensis","Methanoculleus","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Archaea",7.19e-06,"s^-1",39.5,"Celsius",2.11e-18,"m^3","engqvist, fierer, gold, methanogen","555, 2565, 12331, 18617",312.65,37.1051593610937,"Mesophile",-11.8428193862313,-40.6998437264049,37.1051593610937,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.23375307787897e-08
"98","Euryarchaeota","Methanolobus zinderi","Methanolobus","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",3.86e-06,"s^-1",45,"Celsius",3.53e-18,"m^3","corkrey, engqvist, gold, methanogen","22, 555, 12331, 18650",318.15,36.4637060325191,"Mesophile",-12.4648433744875,-40.1852338029476,36.4637060325191,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,7.39426648438716e-09
"99","Euryarchaeota","Methanolinea mesophila","Methanolinea","Methanoregulaceae","Methanomicrobiales","Methanomicrobia","Archaea",2.04e-06,"s^-1",37,"Celsius",3.33e-19,"m^3","engqvist, fierer, methanogen","555, 2567, 18641",310.15,37.4042497960533,"Mesophile",-13.1025607501081,-42.5461444628945,37.4042497960533,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,3.32535402353057e-09
"100","Euryarchaeota","Methanomethylovorans thermophila","Methanomethylovorans","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",1.74e-06,"s^-1",50,"Celsius",1.39e-18,"m^3","corkrey, engqvist, methanogen","430, 555, 18653",323.15,35.8995143872689,"Mesophile",-13.2616254447378,-41.1172279267502,35.8995143872689,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,3.67203703528934e-09
"101","Euryarchaeota","Methanocella paludicola","Methanocella","Methanocellaceae","Methanocellales","Methanomicrobia","Archaea",6.3e-07,"s^-1",36.6,"Celsius",3.1e-19,"m^3","corkrey, engqvist, fierer, genbank, gold, kegg, methanogen, microbe-directory, patric, protraits","435, 555, 2563, 5251, 12331, 15074, 18602, 18701, 18707, 18718",309.75,37.4525522978077,"Mesophile",-14.2775460175608,-42.6177146553958,37.4525522978077,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.01846993991818e-09
"102","Euryarchaeota","Methanococcus aeolicus","Methanococcus","Methanococcaceae","Methanococcales","Methanococci","Archaea",2.61e-05,"s^-1",44.2,"Celsius",5.61e-18,"m^3","corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","369, 555, 2564, 4904, 12331, 13247, 14591, 18607, 18701, 18707, 18718, 18723",317.35,36.5556265140884,"Mesophile",-10.5535752436356,-39.7219809543582,36.5556265140884,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,4.92149825885814e-08
"103","Euryarchaeota","Methanoculleus hydrogenitrophicus","Methanoculleus","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Archaea",2.65e-06,"s^-1",37,"Celsius",2.87e-18,"m^3","fierer, methanogen","2566, 18618",310.15,37.4042497960533,"Mesophile",-12.8409509179661,-40.3922196441213,37.4042497960533,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,4.31970007958628e-09
"104","Euryarchaeota","Methermicoccus shengliensis","Methermicoccus","Methermicoccaceae","Methanosarcinales","Methanomicrobia","Archaea",1.7e-06,"s^-1",65,"Celsius",6.43e-19,"m^3","corkrey, engqvist, gold, methanogen","48, 555, 12331, 18700",338.15,34.3070473879815,"Mesophile",-13.2848823069021,-41.8881422286373,34.3070473879815,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,4.7151506254276e-09
"105","Euryarchaeota","Methanocaldococcus villosus","Methanocaldococcus","Methanocaldococcaceae","Methanococcales","Methanococci","Archaea",4.01e-06,"s^-1",80,"Celsius",3.53e-18,"m^3","engqvist, gold, methanogen, microbe-directory, patric, protraits","555, 12331, 18599, 18701, 18707, 18718",353.15,32.8498600431713,"Mesophile",-12.4267193166458,-40.1852338029476,32.8498600431713,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.42822713747225e-08
"106","Euryarchaeota","Methanospirillum lacunae","Methanospirillum","Methanospirillaceae","Methanomicrobiales","Methanomicrobia","Archaea",2.99e-06,"s^-1",30,"Celsius",5.7e-18,"m^3","engqvist, fierer, gold, methanogen","555, 2574, 12331, 18684",303.15,38.2679468060232,"Mesophile",-12.7202371705617,-39.7060654990523,38.2679468060232,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,4.2024865709767e-09
